year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2013,L,"Rental, Hiring and Real Estate Services",b_1-5,Total income,2626,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",b_1-5,Total expenditure,2065,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,482,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",b_1-5,Total assets,15530,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",b_1-5,Fixed tangible assets,11278,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Activity unit,504,COUNT
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Rolling mean employees,3492,COUNT
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Salaries and wages paid,160,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,"Sales, government funding, grants and subsidies",624,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Total income,737,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Total expenditure,652,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,33,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Total assets,2055,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",c_6-9,Fixed tangible assets,1342,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Activity unit,240,COUNT
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Rolling mean employees,3048,COUNT
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Salaries and wages paid,174,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies",687,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Total income,754,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Total expenditure,655,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,99,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Total assets,1719,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",d_10-19,Fixed tangible assets,607,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Services",e_20-49,Activity unit,105,COUNT
2013,L,"Rental, Hiring and Real Estate Services",e_20-49,Rolling mean employees,3189,COUNT
2013,L,"Rental, Hiring and Real Estate Services",e_20-49,Salaries and wages paid,158,DOLLARS(millions)
