year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2017,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,43197,COUNT
2017,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,3282,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",12801,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",h_200+,Total income,13291,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,11905,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1358,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",h_200+,Total assets,23742,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,15212,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,16086,COUNT
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,90624,COUNT
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,6020,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies",23875,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Total income,24555,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,22079,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,2487,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Total assets,41074,DOLLARS(millions)
2017,I,"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangible assets,26801,DOLLARS(millions)
2017,J,Information Media and Telecommunications,a_0,Activity unit,4053,COUNT
2017,J,Information Media and Telecommunications,a_0,Rolling mean employees,0,COUNT
2017,J,Information Media and Telecommunications,a_0,Salaries and wages paid,113,DOLLARS(millions)
2017,J,Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies",869,DOLLARS(millions)
2017,J,Information Media and Telecommunications,a_0,Total income,878,DOLLARS(millions)
2017,J,Information Media and Telecommunications,a_0,Total expenditure,787,DOLLARS(millions)
2017,J,Information Media and Telecommunications,a_0,Operating profit before tax,104,DOLLARS(millions)
2017,J,Information Media and Telecommunications,a_0,Total assets,1045,DOLLARS(millions)
2017,J,Information Media and Telecommunications,a_0,Fixed tangible assets,216,DOLLARS(millions)
2017,J,Information Media and Telecommunications,b_1-5,Activity unit,1161,COUNT
2017,J,Information Media and Telecommunications,b_1-5,Rolling mean employees,2070,COUNT
2017,J,Information Media and Telecommunications,b_1-5,Salaries and wages paid,161,DOLLARS(millions)
2017,J,Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies",940,DOLLARS(millions)
2017,J,Information Media and Telecommunications,b_1-5,Total income,967,DOLLARS(millions)
2017,J,Information Media and Telecommunications,b_1-5,Total expenditure,930,DOLLARS(millions)
2017,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,47,DOLLARS(millions)
2017,J,Information Media and Telecommunications,b_1-5,Total assets,541,DOLLARS(millions)
2017,J,Information Media and Telecommunications,b_1-5,Fixed tangible assets,105,DOLLARS(millions)
2017,J,Information Media and Telecommunications,c_6-9,Activity unit,192,COUNT
2017,J,Information Media and Telecommunications,c_6-9,Rolling mean employees,1308,COUNT
2017,J,Information Media and Telecommunications,c_6-9,Salaries and wages paid,77,DOLLARS(millions)
2017,J,Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies",540,DOLLARS(millions)
2017,J,Information Media and Telecommunications,c_6-9,Total income,554,DOLLARS(millions)
2017,J,Information Media and Telecommunications,c_6-9,Total expenditure,487,DOLLARS(millions)
2017,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,62,DOLLARS(millions)
2017,J,Information Media and Telecommunications,c_6-9,Total assets,472,DOLLARS(millions)
2017,J,Information Media and Telecommunications,c_6-9,Fixed tangible assets,87,DOLLARS(millions)
2017,J,Information Media and Telecommunications,d_10-19,Activity unit,105,COUNT
2017,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1431,COUNT
2017,J,Information Media and Telecommunications,d_10-19,Salaries and wages paid,69,DOLLARS(millions)
2017,J,Information Media and Telecommunications,d_10-19,"Sales, government funding, grants and subsidies",297,DOLLARS(millions)
2017,J,Information Media and Telecommunications,d_10-19,Total income,301,DOLLARS(millions)
2017,J,Information Media and Telecommunications,d_10-19,Total expenditure,301,DOLLARS(millions)
2017,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,2,DOLLARS(millions)
2017,J,Information Media and Telecommunications,d_10-19,Total assets,191,DOLLARS(millions)
2017,J,Information Media and Telecommunications,d_10-19,Fixed tangible assets,40,DOLLARS(millions)
2017,J,Information Media and Telecommunications,e_20-49,Activity unit,48,COUNT
2017,J,Information Media and Telecommunications,e_20-49,Rolling mean employees,1503,COUNT
2017,J,Information Media and Telecommunications,e_20-49,Salaries and wages paid,105,DOLLARS(millions)
2017,J,Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies",507,DOLLARS(millions)
2017,J,Information Media and Telecommunications,e_20-49,Total income,575,DOLLARS(millions)
2017,J,Information Media and Telecommunications,e_20-49,Total expenditure,465,DOLLARS(millions)
2017,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,60,DOLLARS(millions)
2017,J,Information Media and Telecommunications,e_20-49,Total assets,492,DOLLARS(millions)
2017,J,Information Media and Telecommunications,e_20-49,Fixed tangible assets,155,DOLLARS(millions)
2017,J,Information Media and Telecommunications,f_50-99,Activity unit,30,COUNT
2017,J,Information Media and Telecommunications,f_50-99,Rolling mean employees,2022,COUNT
2017,J,Information Media and Telecommunications,f_50-99,Salaries and wages paid,113,DOLLARS(millions)
2017,J,Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies",356,DOLLARS(millions)
2017,J,Information Media and Telecommunications,f_50-99,Total income,367,DOLLARS(millions)
2017,J,Information Media and Telecommunications,f_50-99,Total expenditure,382,DOLLARS(millions)
2017,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,-14,DOLLARS(millions)
2017,J,Information Media and Telecommunications,f_50-99,Total assets,643,DOLLARS(millions)
2017,J,Information Media and Telecommunications,f_50-99,Fixed tangible assets,C,DOLLARS(millions)
2017,J,Information Media and Telecommunications,g_100-199,Activity unit,9,COUNT
2017,J,Information Media and Telecommunications,g_100-199,Rolling mean employees,1203,COUNT
2017,J,Information Media and Telecommunications,g_100-199,Salaries and wages paid,76,DOLLARS(millions)
2017,J,Information Media and Telecommunications,g_100-199,"Sales, government funding, grants and subsidies",275,DOLLARS(millions)
2017,J,Information Media and Telecommunications,g_100-199,Total income,276,DOLLARS(millions)
2017,J,Information Media and Telecommunications,g_100-199,Total expenditure,251,DOLLARS(millions)
2017,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2017,J,Information Media and Telecommunications,g_100-199,Total assets,614,DOLLARS(millions)
2017,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,C,DOLLARS(millions)
2017,J,Information Media and Telecommunications,h_200+,Activity unit,18,COUNT
2017,J,Information Media and Telecommunications,h_200+,Rolling mean employees,23070,COUNT
2017,J,Information Media and Telecommunications,h_200+,Salaries and wages paid,1647,DOLLARS(millions)
2017,J,Information Media and Telecommunications,h_200+,"Sales, government funding, grants and subsidies",10020,DOLLARS(millions)
2017,J,Information Media and Telecommunications,h_200+,Total income,10273,DOLLARS(millions)
2017,J,Information Media and Telecommunications,h_200+,Total expenditure,9299,DOLLARS(millions)
2017,J,Information Media and Telecommunications,h_200+,Operating profit before tax,1020,DOLLARS(millions)
2017,J,Information Media and Telecommunications,h_200+,Total assets,17067,DOLLARS(millions)
2017,J,Information Media and Telecommunications,h_200+,Fixed tangible assets,C,DOLLARS(millions)
2017,J,Information Media and Telecommunications,i_Industry_Total,Activity unit,5613,COUNT
2017,J,Information Media and Telecommunications,i_Industry_Total,Rolling mean employees,32607,COUNT
2017,J,Information Media and Telecommunications,i_Industry_Total,Salaries and wages paid,2362,DOLLARS(millions)
2017,J,Information Media and Telecommunications,i_Industry_Total,"Sales, government funding, grants and subsidies",13804,DOLLARS(millions)
2017,J,Information Media and Telecommunications,i_Industry_Total,Total income,14191,DOLLARS(millions)
2017,J,Information Media and Telecommunications,i_Industry_Total,Total expenditure,12902,DOLLARS(millions)
2017,J,Information Media and Telecommunications,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions)
2017,J,Information Media and Telecommunications,i_Industry_Total,Total assets,21065,DOLLARS(millions)
2017,J,Information Media and Telecommunications,i_Industry_Total,Fixed tangible assets,C,DOLLARS(millions)
2017,K,Financial and Insurance Services,a_0,Activity unit,26544,COUNT
2017,K,Financial and Insurance Services,a_0,Rolling mean employees,0,COUNT
2017,K,Financial and Insurance Services,a_0,Salaries and wages paid,587,DOLLARS(millions)
2017,K,Financial and Insurance Services,a_0,"Sales, government funding, grants and subsidies",5999,DOLLARS(millions)
2017,K,Financial and Insurance Services,a_0,Total income,28870,DOLLARS(millions)
2017,K,Financial and Insurance Services,a_0,Total expenditure,12621,DOLLARS(millions)
2017,K,Financial and Insurance Services,a_0,Operating profit before tax,12367,DOLLARS(millions)
2017,K,Financial and Insurance Services,a_0,Total assets,443286,DOLLARS(millions)
2017,K,Financial and Insurance Services,a_0,Fixed tangible assets,20701,DOLLARS(millions)
2017,K,Financial and Insurance Services,b_1-5,Activity unit,2457,COUNT
2017,K,Financial and Insurance Services,b_1-5,Rolling mean employees,4473,COUNT
2017,K,Financial and Insurance Services,b_1-5,Salaries and wages paid,381,DOLLARS(millions)
2017,K,Financial and Insurance Services,b_1-5,"Sales, government funding, grants and subsidies",1772,DOLLARS(millions)
2017,K,Financial and Insurance Services,b_1-5,Total income,3834,DOLLARS(millions)
2017,K,Financial and Insurance Services,b_1-5,Total expenditure,2298,DOLLARS(millions)
2017,K,Financial and Insurance Services,b_1-5,Operating profit before tax,1435,DOLLARS(millions)
2017,K,Financial and Insurance Services,b_1-5,Total assets,32087,DOLLARS(millions)
2017,K,Financial and Insurance Services,b_1-5,Fixed tangible assets,1278,DOLLARS(millions)
2017,K,Financial and Insurance Services,c_6-9,Activity unit,246,COUNT
2017,K,Financial and Insurance Services,c_6-9,Rolling mean employees,1743,COUNT
2017,K,Financial and Insurance Services,c_6-9,Salaries and wages paid,156,DOLLARS(millions)
2017,K,Financial and Insurance Services,c_6-9,"Sales, government funding, grants and subsidies",508,DOLLARS(millions)
2017,K,Financial and Insurance Services,c_6-9,Total income,875,DOLLARS(millions)
2017,K,Financial and Insurance Services,c_6-9,Total expenditure,586,DOLLARS(millions)
2017,K,Financial and Insurance Services,c_6-9,Operating profit before tax,221,DOLLARS(millions)
2017,K,Financial and Insurance Services,c_6-9,Total assets,4680,DOLLARS(millions)
2017,K,Financial and Insurance Services,c_6-9,Fixed tangible assets,55,DOLLARS(millions)
2017,K,Financial and Insurance Services,d_10-19,Activity unit,183,COUNT
2017,K,Financial and Insurance Services,d_10-19,Rolling mean employees,2427,COUNT
2017,K,Financial and Insurance Services,d_10-19,Salaries and wages paid,187,DOLLARS(millions)
2017,K,Financial and Insurance Services,d_10-19,"Sales, government funding, grants and subsidies",486,DOLLARS(millions)
2017,K,Financial and Insurance Services,d_10-19,Total income,1577,DOLLARS(millions)
2017,K,Financial and Insurance Services,d_10-19,Total expenditure,1330,DOLLARS(millions)
2017,K,Financial and Insurance Services,d_10-19,Operating profit before tax,208,DOLLARS(millions)
2017,K,Financial and Insurance Services,d_10-19,Total assets,10179,DOLLARS(millions)
2017,K,Financial and Insurance Services,d_10-19,Fixed tangible assets,124,DOLLARS(millions)
2017,K,Financial and Insurance Services,e_20-49,Activity unit,93,COUNT
2017,K,Financial and Insurance Services,e_20-49,Rolling mean employees,2775,COUNT
